ID Producto **,Nombre Producto *,Costo,Activo,Medida Base
LIC078,BT WHISKY BUCHANAN'S TWO SOUL 750 ML,177616,1,UN
LIC079,BT WHISKY BULLEIT BOURBON 750 ML,193480,1,L
LIC086,BT WHISKY JAMESON 700 ML,142700,1,L
LIC087,BT WHISKY JOHNNIE WALKER 18 750 ML,396000,1,UN
LIC091,BT WHISKY JOHNNIE WALKER SELLO NEGRO 700 ML,192800,1,L
LIC096,GARAFA RON VIEJO DE CALDAS,61.65,1,UN
LIC097,GARRAFA AGUARDIENTE TAPA AZUL 2000 ML,53020,1,L
LIC102,MEDIA AGUARDIENTE TAPA ROJA 375 ML,21575,1,UN
LIC103,MEDIA AGUARDIENTE TAPA VERDE 375 ML,20405,1,UN
LIC104,MEDIA BAILEYS 375 ML,40049,1,UN
LIC105,MEDIA GIN BOMBAY 500 ML,73935,1,UN
LIC106,MEDIA JOSE CUERVO REPOSADO 375 ML,47280,1,UN
LIC110,MEDIA RON MEDELLIN 5 AÑOS 375 ML,27866.5,1,UN
LIC116,MEDIA VODKA ABOSULTE 350 ML,46800,1,UN
LIC072,BT VODKA WYBOROWA  1L,92290,1,L
LIC080,BT WHISKY BULLEIT RYE 750 ML,154898,1,L
LIC081,BT WHISKY CARDHU 12 AÑOS 700ML,166305,1,UN
LIC082,BT WHISKY CHIVAS REGAL 12 AÑOS 700 ML,109570,1,L
LIC084,BT WHISKY HAIG CLUB 700 ML,98426,1,UN
LIC093,BT WHISKY OLD PAR 12 AÑOS 750 ML,169980,1,L
LIC094,BT WHISKY OLD PAR 18 AÑOS 750 ML,320647,1,UN
LIC095,BT WHISKY SINGLENTON 12 700 ML,152504,1,UN
LIC098,GARRAFA AGUARDIENTE TAPA ROJA 2000 ML,49530,1,L
LIC099,GARRAFA AGUARDIENTE TAPA VERDE 1750 ML,56500,1,L
LIC109,MEDIA RON MEDELLIN 3 AÑOS 375 ML,23273.83,1,UN
LIC112,MEDIA RON MEDELLIN8 AÑOS 375 ML,40026.65,1,UN
LIC119,MEDIA VODKA SMIRNOFF LULO 375 ML,22175,1,UN
LIC058,BT TEQUILA GRAN CENTENARIO REPOSADO 700 ML,97600,1,UN
LIC059,BT TEQUILA JOSE CUERVO AMARILLO ESP 750 ML,118700,1,L
LIC074,BT WHISKY BUCHANAN'S 12 AÑOS 750 ML,196900,1,L
LIC083,BT WHISKY CRAGGANMORE 700 ML,123934,1,UN
LIC090,BT WHISKY JOHNNIE WALKER GOLD LABEL 700 ML,212999,1,UN
LIC092,BT WHISKY JOHNNIE WALKER SELLO ROJO 700 ML,90280,1,L
LIC100,GARRAFA DE RON MEDELLIN 3 AÑOS 2000 ML,54440,1,L
LIC108,MEDIA LICOR JAGERMEISTER 350ML,95400,1,UN
LIC111,MEDIA RON MEDELLIN DORADO 375 ML,20572,1,UN
LIC114,MEDIA TEQUILA JOSE CUERVO AMARILLO 375 ML,47280,1,UN
LIC115,MEDIA TEQUILA JOSE CUERVO BLANCO 375 ML,0,1,UN
LIC118,MEDIA VODKA SMIRNOFF 375 ML,46330,1,UN
LIC057,BT TEQUILA GRAN CENTENARIO PLATA 700 ML,99646,1,UN
LIC060,BT TEQUILA JOSE CUERVO BLANCO 750 ML,107700,1,L
LIC063,BT TRIPLE SEC 750 ML,88292,1,L
LIC069,BT VODKA SMIRNOFF ICE 275 ML,7297.83,1,UN
LIC071,BT VODKA SMIRNOFF LULO 750 ml,52188,1,L
LIC073,BT WHISKY BLACK AND WHITE 700 ML,70008,1,L
LIC075,BT WHISKY BUCHANAN'S 18 AÑOS 750 ML,351413,1,L
LIC077,BT WHISKY BUCHANAN'S MASTER 750 ML,228700,1,L
LIC085,BT WHISKY JACK DANIELS 700 ML,127380,1,L
LIC088,BT WHISKY JOHNNIE WALKER BLUE LABEL 750 ML,1028769,1,L
LIC089,BT WHISKY JOHNNIE WALKER DOBLE BLACK 700 ML,179000,1,UN
LIC101,MEDIA AGUARDIENTE TAPA AZUL 375 ML,23799,1,UN
LIC107,MEDIA LICOR DE RON MEDELLIN 375 ML,22682,1,UN
LIC113,MEDIA TANQUERAY LONDON 375ML,79868,1,UN
LIC129,TEQUILA HERRADURA SILVER,175438,1,UN
LIC130,BT MEZCAL UNION JOVEN,201900,1,L
VIN006,EL ANDEN,102876,1,UN
VIN010,FINCA LAS MORAS BARREL MALBEC,66850,1,UN
VIN011,FINCA LAS MORAS BLACK LABEL,193460,1,L
VIN014,FINCA RESALSO TEMPRANILLO,119000,1,UN
VIN031,LEYDA SAUVIGNON BLANC,74726,1,UN
VIN044,PIBA DE VINO GATO NEGRO,15638,1,UN
VIN049,PIBA DE VINO STA CAROLINA CABERNET S TINTO,12479.9,1,UN
VIN050,PIBA DE VINO STA CAROLINA SAUVIGON BLANC,12784,1,UN
LIC125,MEDIA WHISKY OLD PAR,90412,1,UN
LIC128,BT SMIRNOFF SPICY TAMARINDO 700 ML,71550,1,L
VIN003,COUSIÑO MACUL CABERNET SAUVIGNON,56081,1,UN
VIN004,COUSIÑO MACUL MERLOT,56070,1,UN
VIN007,EMILIO MORO EL ZARZAL,113420,1,UN
VIN009,EZ EL ZARZAL,116150,1,UN
VIN015,FINCAS LAS MORAS CABERNET,48520,1,UN
VIN019,JAUME SERRA ICE BLANCO,55970,1,UN
VIN022,JP CHENET GOLD,83135,1,UN
VIN025,JP CHENET PLATINO,67470,1,UN
VIN030,LA CELIA RVA CABERNE SAUVIG,62430,1,UN
VIN034,MEDIA DE VINO FINCA LAS MORAS MALBEC,26690,1,UN
VIN035,MEDIA DE VINO LA CELIA MALBEC,49750,1,UN
VIN037,MUGA RESERVA,177680,1,UN
VIN043,PIBA DE VINO FINCA LAS MORAS MALBEC,12480,1,UN
VIN051,PICCINI LAMBRUSCO BLANCO 750,33525,1,UN
LIC126,MEDIA WHISKY SELLO NEGRO 375 ML,73700,1,UN
LIC127,MEDIA WHISKY SELLO ROJO 375 ML,37503,1,UN
VIN008,ENTRECOTE,62980,1,UN
VIN012,FINCA LAS MORAS MALBEC,48520,1,UN
VIN017,JAUME SERRA BRUT NATURE RESERVA,66310,1,UN
VIN020,JAUME SERRA ICE ROSE,55970,1,UN
VIN023,JP CHENET LATA BLANCO,7617,1,UN
VIN027,LA CELIA CABERNET FRANC PIONER,90470,1,UN
VIN028,LA CELIA CHARDONAY,90470,1,UN
VIN032,MAR DE FRADES ALBARIÑO,122130,1,UN
VIN045,PIBA DE VINO SANTA HELENA CABERNET,12480,1,UN
VIN048,PIBA DE VINO SANTA RITA SAUVIGNON BLANCO,12480,1,UN
VIN053,PICCINI LAMBRUSCO TINTO 750,44660,1,L
LIC120,MEDIA WHISKY BLACK AND WHITE 375 ML,26671,1,UN
LIC121,MEDIA WHISKY BUCHANAN'S 12AÑOS 375 ML,88199,1,UN
LIC122,MEDIA WHISKY CHIVAS 12AÑOS 375 ML,57699,1,UN
LIC123,MEDIA WHISKY JACK DANIELS 375 ML,58199,1,UN
LIC124,MEDIA WHISKY JACK DANIELS HONNEY 375 ML,57498,1,UN
VIN005,COUSIÑO MACUL SAUVIGNON BLANCO,56070,1,UN
VIN013,FINCA LAS MORAS SAUVIGNON BLANC,48520,1,UN
VIN016,FINCAS LAS MORAS CHARDONNAY,48520,1,UN
VIN018,JAUME SERRA CAVA ROSE BRUT,45180,1,UN
VIN021,JP CHENET BLANCO,54900,1,UN
VIN024,JP CHENET LATA ROSADO,9179.8,1,UN
VIN026,JP CHENET ROSADO,54900,1,UN
VIN029,LA CELIA RESERVA MALBEC,62430,1,UN
VIN033,MARQUEZ DE MURRIETA,168376,1,UN
VIN036,MEDIA DE VINO STA CAROLINA S BLANCO,25700,1,UN
VIN038,NAVARRO BRUT MALBEC ROSE,82818,1,UN
VIN039,NAVARRO CORRE COL PRI,80870,1,UN
VIN040,NAVARRO CORREA EXTRA BRUT,80870,1,UN
VIN041,PAGO DE LOS CAPELLANES,133000,1,UN
VIN042,PASO DE SAN MAURO,126240,1,UN
VIN046,PIBA DE VINO SANTA HELENA SAUVIGNON BLANCO,12480,1,UN
VIN047,PIBA DE VINO SANTA RITA CABERNET SAUVIGNON,14500,1,UN
VIN052,PICCINI LAMBRUSCO ROSADO 750,44650,1,L
VIN056,RAMON BILBAO RIOJA,64900,1,UN
VIN058,RAMON BILBAO VERDEJO,67470,1,UN
VIN060,SANTA HELENA CARMENERE,37620,1,UN
VIN067,STA CAROLINA RDO CARMENERE,48701,1,UN
VIN070,TARAPACA CABERNET SAUVIGNON,47212,1,UN
VIN079,YELLOW TAIL CHARDONAY,49960,1,UN
CER001,CERVEZA AGUILA LIGTH,2281,1,UN
CER008,CLUB COLOMBIA TRIGO,3600,1,UN
CER012,CERVEZA PILSEN,2298.11,1,UN
CER021,CERVEZA BBC LAGER,3347.8,1,UN
CER022,CERVEZA BBC MONSERRATE ROJA,4098,1,UN
CER023,CERVEZA BBC ROSE,3347.8,1,UN
CER027,CERVEZA 3 CORDILLERAS MESTIZA,3248.99,1,UN
VIN057,RAMON BILBAO ROSE,67470,1,UN
VIN059,SANTA HELENA CABERNET SAUVIGNON,37620,1,UN
VIN061,SANTA HELENA MERLOT,37620,1,UN
VIN062,SANTA HELENA ROSE,37620,1,UN
VIN064,STA CARLOINA RDO ROSE,61360,1,UN
VIN069,STA CAROLINA RDO SAUVIGNON BLANC,36851,1,UN
VIN071,TARAPACA MERLOT,47410,1,UN
VIN073,TARAPACA ROSE,47410,1,UN
VIN077,YELLOW SHIRAZ,49960,1,UN
CER009,CERVEZA CORONA,3700,1,UN
CER010,CERVEZA CORONA ZERO,3701.7,1,UN
CER016,"BARRIL BBC CAJICA MIEL 29,7L",9340,1,L
CER018,"BARRIL BBC LAGER 29,7L",9340,1,L
VIN054,PROSECCO CINZANO,65182,1,L
VIN063,SANTA HELENA SAUVIGNON BLANCO,29548,1,UN
VIN065,STA CAROLINA CHARDONAY,42130,1,UN
VIN066,STA CAROLINA RDO CABERNET SAUVIG,12781,1,UN
VIN076,YELLOW MERLOT,36199,1,UN
CER003,CERVEZA AGUILA ZERO,1441.8,1,UN
CER004,CERVEZA ANDINA,2016.66,1,UN
CER011,CERVEZA COSTEÑITA,1773,1,UN
CER015,CERVEZA SOL,3366.66,1,UN
CER017,"BARRIL BBC CHAPINERO 29,7L",9340,1,L
CER019,CERVEZA BBC CAJICA MIEL,3347.8,1,UN
CER026,CERVEZA 3 CORDILLERAS NEGRA,8140,1,UN
VIN055,RAMON BILBAO CRIANZA,67470,1,UN
VIN068,STA CAROLINA RDO MERLOT,41720,1,UN
VIN072,TARAPACA RESERVA CHARDONAY,61540,1,UN
VIN074,TARAPACA SAUVIGNON BLANC,47410,1,UN
VIN075,YELLOW CABERNET SAUVIGNON,43900,1,UN
VIN078,YELLOW TAIL CABERMET SAUVIGNON,49960,1,UN
VIN080,YELLOW TAIL MERLOT,49960,1,UN
VIN081,YELLOW TAIL SHYRA,49960,1,UN
CER002,CERVEZA AGUILA NORMAL,2226,1,UN
CER005,CERVEZA CLUB COLOMBIA DORADA,2965,1,UN
CER006,CERVEZA CLUB COLOMBIA DORADA LATA,3137.8,1,UN
CER007,CERVEZA CLUB COLOMBIA ROJA,2965,1,UN
CER013,CERVEZA STELLA ARTOIS,3566.82,1,UN
CER020,CERVEZA BBC CHAPINERO NEGRA,3347.8,1,UN
CER025,CERVEZA 3 CORDILLERAS ROSE,9683,1,UN
CER067,CERVEZA MAREDSOUS TRIPEL,15404,1,UN
CER083,CERVEZA VEDETTI IPA / WHITHE,13807,1,UN
CER086,"BARRIL BBC MONSERRATE 29,7L",9340,1,L
CER088,CERVEZA ESTRELLA GALICIA,8089,1,UN
CIG003,CIGARRILLO MALBORO BLUE X10,4844,1,UN
CIG006,CIGARRILLO MALBORO ICE X10 SANDIA,6050,1,UN
CIG007,CIGARRILLO MALBORO ICE X20 MORA AZUL,7884,1,UN
CER044,CERVEZA CZECHVAR,8.089,1,UN
CER073,CERVEZA PAULANDER WEISSBIER,15499,1,UN
CIG004,CIGARRILLO MALBORO BLUE X20,9900,1,UN
CIG008,CIGARRILLO MALBORO ICE X20 SANDIA,12100,1,UN
CER048,CERVEZA DELIRIUM RED,27596,1,UN
CER061,CERVEZA HEINEKEN,4859,1,UN
CER066,CERVEZA LIEFMANS  FRUITTESE,11287,1,UN
CIG001,CIGARRILLO LYM EVO X 10,6050,1,UN
CIG002,CIGARRILLO LYM EVO X 20,0,1,UN
CIG005,CIGARRILLO MALBORO ICE X10 MORA AZUL,6050,1,UN
CIG010,CIGARRILLOS CHESTERFIELD LIGTH X20,7884,1,UN
CER047,CERVEZA DELIRIUM NOCTURNOM,27596,1,UN
CER049,CERVEZA DELIRIUM TREMENS,27596,1,UN
CER084,CERVEZA WEIDMANN SUPER STRONG,11003,1,UN
CIG009,CIGARRILLOS CHESTERFIELD LIGTH X10,4889,1,UN
CIG012,CIGARRILLOS CHESTERFIELD X20,8850,1,UN
CIG013,CIGARRILLOS GREEN LIGTH X10,3969,1,UN
CIG015,CIGARRILLOS IQOS / HEETS,9348,1,UN
CIG017,CIGARRILLOS MALBORO BLANCO X10,5695,1,UN
CIG018,CIGARRILLOS MALBORO BLANCO X20,11389,1,UN
CIG021,ENCENDEDOR CLIPPER,3000,1,UN
CIG022,VAP CRYSTAL 900,38000,1,UN
CIG023,VAP VUSE,0,1,UN
CIG026,VAPER FUME NICKY JAM 10K,42300,1,UN
CIG028,VAPER FUME ULTIMATED 3500 INFINITY,0,1,UN
CIG029,VAPER FUME ULTRA 2500,36652,1,UN
CIG031,VAPER GEEK BAR 9K,23000,1,UN
CIG034,VAPER VEEV 500,14742,1,UN
MEC001,AREQUIPE,23290,1,kg
MEC003,AVENA ALPINA FINESSE,3247,1,UN
MEC005,BOM BOM BUM,365.8,1,UN
MEC006,BROWNIE RAMO,2750,1,UN
MEC009,CHICLET ADAMS GRANDE,2000,1,UN
MEC010,CHICLET ADAMS INDVIDUAL,200,1,UN
MEC014,CHOCORRAMO,2100,1,UN
MEC015,CHOCORRAMO ESQUINITAS,2500,1,UN
MEC018,GALLETA GRISINI,0,1,UN
MEC021,HALLS UNIDAD,150,1,UN
MEC034,PAPAS PRINGLES MEDIANAS,0,1,UN
CIG024,VAPER FUME EXTRA 1500,36000,1,UN
CIG025,VAPER FUME MINI,24000,1,UN
MEC002,AVENA ALPINA,2852.4,1,UN
MEC008,CHEETOS,856,1,UN
MEC019,GALLETA OREO,0,1,UN
MEC020,HALLS BARRA,1419,1,UN
MEC025,JUMBO PEQUEÑA,1199,1,UN
MEC027,MANI LA ESPECIAL,1994,1,UN
MEC028,MANI MOTO,1299.48,1,UN
MEC030,PAPAS CASERAS,7299,1,UN
MEC035,PAPAS PRINGLES PAQUEÑAS,0,1,UN
MEC038,RING POP,1662.5,1,UN
CIG019,CIGARRILLOS MALBORO ROJO X10,5695,1,UN
CIG020,CIGARRILLOS MALBORO ROJO X20,10090,1,UN
CIG033,VAPER VEEV 1800,31200,1,UN
CIG035,ZYN CAPSULAS,12500,1,UN
MEC007,CHEESETRIS,1570.8,1,UN
MEC012,CHOCOLATE PERSONAL,1936,1,UN
MEC013,CHOCOLATINA GOL,0,1,UN
MEC016,DORITOS,1600,1,UN
MEC017,GALLETA CHOKIS,1333,1,UN
MEC024,JUMBO MEDIANA,3112,1,UN
MEC029,MERMELADA DE CANUTO,16100,1,UN
MEC031,PAPAS CHIPS (SANDUCHE),2438.23,1,UN
MEC033,PAPAS PRINGLES GRANDES,0,1,UN
MEC036,PLATANO NATUCHIPS,1950,1,UN
MEC037,PUSH POP,1848,1,UN
MEC039,ROSCAS COCINA CHIPS,7633,1,UN
CIG011,CIGARRILLOS CHESTERFIELD X10,4890,1,UN
CIG014,CIGARRILLOS GREEN LIGTH X20,7884,1,UN
CIG016,CIGARRILLOS L&M X10,4020,1,UN
CIG027,VAPER FUME RECHARGE 5000,42483,1,UN
CIG030,VAPER GEEK BAR 1500,50000,1,UN
CIG032,VAPER VEEV 1100,24000,1,UN
MEC004,BOLIQUESO,1010,1,UN
MEC011,CHOCLITOS,1500,1,UN
MEC022,JOLLY RANCHER,682,1,UN
MEC023,JUMBO GRANDE,6890,1,UN
MEC026,M&M,4500,1,UN
MEC032,PAPAS MARGARITAS,1712,1,UN
MEC041,SPARKIES,700,1,UN
BOU010,TOTTE BAG,22922,1,UN
BOU013,SOBRERO BOHIO,0,1,UN
FAR001,ADVIL MAX,2200,1,UN
FAR002,ALKA SELTZER,2000,1,UN
FAR004,BONFIEST,3800,1,UN
FAR007,CURAS,260,1,UN
FAR012,SAL DE FRUTAS LUA,2540,1,UN
FAR015,PILAS TRONEX AAA,3412,1,UN
MEC043,TRIDENT 18 UND,4158.33,1,UN
MEC045,TRIDENT SPLASH,2099,1,UN
MEC051,GOMITA DE OJO,666.66,1,UN
BOU002,CAMISETA EL SOCIAL,10915,1,UN
BOU005,GORRA CAMIONERA,7000,1,UN
BOU011,VASO PELTRE,14708,1,UN
FAR003,ASPIRINA EFERVESCENTE,0,1,UN
FAR014,CANDELA,1103,1,UN
MEC042,TRIDENT 5 UND,1266.6,1,UN
MEC044,TRIDENT INDIVIDUAL,191,1,UN
MEC047,BON YURT,3504.55,1,UN
BOU001,AFICHES,4998,1,UN
BOU003,COPA EL SOCIAL,3687,1,UN
BOU004,GORRA BASICA,7000,1,UN
BOU006,IMAN EL SOCIAL,64771,1,UN
BOU007,PIN EL SOCIAL,10900,1,UN
BOU009,TERMO PEQUEÑO,28750,1,UN
BOU014,TERMO PLASTICO,0,1,UN
FAR005,BUSCAPINA FEM,1700,1,UN
FAR006,CONDONES,11100,1,UN
FAR009,DOLEX FORTE,1800,1,UN
FAR013,ADVIL ULTRA,1880,1,UN
MEC046,WAFER JET,1626,1,UN
MEC048,CHOKIS,1299.48,1,UN
MEC049,DETODITO,2350,1,UN
MEC050,GALLETA FESTIVAL,1119,1,UN
BOU008,TERMO GRANDE,64771,1,UN
BOU012,PORTA PASAPORTE,0,1,UN
FAR008,DOLEX ADULTO,750,1,UN
FAR010,DOLEX GRIPA,1500,1,UN
FAR011,PILAS TRONEX AA,4284,1,UN
CER092,CERVEZA 1906 BLACK COUPAGE,9685,1,UN
VIN082,VINO ESPUMOSO CHANDON EXTRA BRUT,71318,1,UN
PRO078,LOMOS DE PECHUGA NUGGETS,20700,1,kg
FRU099,BERENJENA,10000,1,kg
FRU100,FEIJOA,20000,1,kg
FRU101,MANZANILLA,13000,1,kg
LIC131,BT MEZCAL OJO DE TIRGE,213312,1,L
ABA160,ANIS,333200,1,kg
FRU102,GUAYABA,5500,1,kg
LIC132,BT MONKY SHOULDER 700ML,191771,1,L
ABA161,CLAVOS DE OLOR,187800,1,kg
ABA162,CAPSULAS PARA NATA (CO2),4600,1,UN
ABA163,LIMONARIA,65000,1,kg
ABA164,CHANTILLY,61200,1,kg
ABA165,CREMA DE COCO,69800,1,kg
ABA166,GOMA XANTAN,13000,1,kg
LIC133,BT LICOR 43,196133,1,L
LIC134,BT RON MEDELLIN 12 AÑOS 750 ML,120449,1,L
LIC136,BT HENDRICKS,282129,1,L
LIC138,BT LILET BLANC,177200,1,L
FRU103,PULPA CEREZA,3066,1,UN
CER094,CERVEZA PAULANER DUVEL,15404,1,UN
PRO079,MORCILLA RELLENA,0,1,UN
PRO080,CARNE SOYA,17000,1,kg
CER093,CERVEZA MICHELOB ULTRA,2926,1,UN
CER095,CERVEZA VEDETT EXTRA WHITE,13143,1,UN
CER096,CERVEZA ASAHI JAPONESA,8233,1,UN
CER097,CERVEZA 1906 RED VINTAGE,9168,1,UN
CER098,CERVEZA 1906 GALICIAN IRISH RED,10157,1,UN
CER099,CERVEZA CHOUFFE BLOND,16069,1,UN
CER100,CERVEZA FOUR PACK DUVEL,17965,1,UN
ABA168,BITTER'S ENIGMA CEREZA,59500,1,L
ABA169,BITTER'S  BALSAMICO HERBAL,59500,1,L
ABA167,BITTER`S ENIGMA CITRICO,59500,1,L
LIC139,VERMUT ROJO,0,1,L
ASE004,BOLSA DE BASURA BLANCA,0,1,UN
ASE002,ANTIBACTERIAL,0,1,UN
ASE005,BOLSA DE BASURA NEGRA,0,1,UN
ASE011,DESENGRASANTE ALCALINO 20KG,0,1,UN
ASE016,ESPONJA,0,1,UN
ASE017,GORRO DE MALLA,0,1,UN
ASE019,GUANTE DE NITRILO NEGRO X 100UND,0,1,UN
ASE025,PAÑO MICROFIBRA,0,1,UN
ASE028,REPUESTO DE TRAPERO,0,1,UN
ASE031,TOALLA DE MANO Z NATUR,0,1,UN
ASE001,ALCOHOL,0,1,UN
ASE003,ATOMIZADOR SPRAV,0,1,UN
ASE006,BOLSA DE BASURA VERDE,0,1,UN
ASE008,BOLSA VACIO 32 X 42 PAQ  (250U),0,1,UN
ASE010,DELANTAL,0,1,UN
ASE014,DOBESAN ULTRA,0,1,UN
ASE015,ESCOBA,0,1,UN
ASE018,GORRO TIPO MONJA,0,1,UN
ASE022,JABON  ESPUMA (PARA DISPENSADOR),0,1,UN
ASE023,LAVALOZA,0,1,UN
ASE024,LIMPION INDUSTRIAL,0,1,UN
ASE027,RECOGEDOR,0,1,UN
ASE029,SUAVIZANTE,0,1,UN
ASE007,BOLSA TT 8X12,0,1,UN
ASE009,CABO DE ALUMINIO,0,1,UN
ASE013,DETERGENTE,0,1,UN
ASE020,GUANTE INDUSTRIAL AMARILLO,0,1,UN
ASE026,PAPEL HIGIENICO JUMBO,0,1,UN
ASE032,WYPALL L20 LIMPIAMAX,0,1,UN
ASE012,DESINFECTANTE ORGANICO,0,1,UN
ASE021,HIPOCLORITO,0,1,UN
ASE030,TAPABOCAS,0,1,UN
EMP011,BASES DE PICADA GRANDE,0,1,UN
EMP001,ENVASE AL-138 (4 DIVISIONES.),0,1,UN
EMP002,TAPA AL-138 (4 DIVISIONES.),0,1,UN
EMP003,ENVASE AL-139 (SOPA),0,1,UN
EMP006,TAPA AL-149,0,1,UN
EMP009,BOLSAS PARA EMPACAR ALMUERZOS PEQUEÑA,0,1,UN
EMP010,TAPAS DE PICADA GRANDE,0,1,UN
EMP016,COCAS SALSERAS 2 OZ,0,1,UN
EMP023,CAJA  HAMBURGUESAS,0,1,UN
EMP004,TAPA AL-139 (SOPA),0,1,UN
EMP007,ENVASE AL-138 (3 DIVISIONES.),0,1,UN
EMP013,BASE DE CAJA PARA PORCIONES,0,1,UN
EMP014,PAPEL PARAFINADO GRANDE,0,1,UN
EMP015,PAPEL PARAFINADO PEQUEÑO,0,1,UN
EMP017,TAPAS SALSERAS 2 OZ,0,1,UN
EMP018,COCAS SALSERAS 1 OZ,0,1,UN
EMP020,BOLSAS PARA EMPACAR PICADA GRANDE,0,1,UN
EMP005,ENVASE AL-149,0,1,UN
EMP008,TAPA AL-138 (3 DIVISIONES.),0,1,UN
EMP012,CAJA PARA PORCIONES,0,1,UN
EMP019,TAPAS SALSERAS 1 OZ,0,1,UN
EMP021,BOWL 16 ONZ PHOENYX,0,1,UN
EMP022,TAPA PHOENYX,0,1,UN
EMP024,STICKER DOMICILIO,0,1,UN
ABA174,MANGO DESHIDRATADO,145000,1,kg
ABA170,FRESA DESHIDRATADA,145000,1,kg
ABA176,JENGIBRE  DESHIDFRATADO,0,1,kg
ABA171,MORA DESHIDRATADA,145000,1,kg
ABA172,ARANDANOS DESHIDRATADOS,0,1,kg
ABA173,MENTA,0,1,kg
ABA175,CALENDULA  DESHIDRATADA,150000,1,kg
LIC140,MEDIA DON JULIO BLANCO,112345,1,UN
ABA177,CHURRO ESPIRAL,2650,1,UN
BEB071,AGUA S. PELLEGRINO 250 ML,6021,1,UN
BEB072,AGUA ACQUA PANNA 250 ML,6493,1,UN
ABA178,AREPA DE HUEVO,0,1,UN
EMP031,PORTACUBIERTOS,0,1,UN
EMP025,ALUMINIO,0,1,UN
EMP027,CUCHARAS DESECHABLES,0,1,UN
EMP028,MEZCLADOR DE BEBIDAS DE MADERA,92,1,UN
EMP034,SERVILLENTAS,0,1,UN
EMP040,VASO 6 OZ,0,1,UN
EMP026,BOLSA VACIO15 X 20,0,1,UN
EMP038,VASO 16 OZ,0,1,UN
EMP029,PALILLO,6.52,1,UN
EMP030,PITILLO DE PAPEL,0,1,UN
EMP036,TAPA VASO 9OZ,0,1,UN
EMP039,VASO 4 OZ,0,1,UN
EMP032,ROLLO TERMICO 57MM,0,1,UN
EMP033,ROLLO TERMICO 80MM,0,1,UN
EMP035,SERVILLETAS DE LUJO,0,1,UN
EMP037,VASO 9 OZ,0,1,UN
EMP041,VASO 12 OZ,0,1,UN
EMP042,VINIPEL,0,1,UN
ABA179,CAJA METALICA CAFE PREMIUM GRANO 340 GR,45000,1,UN
ABA181,CAJA METALICA CAFE NATURAL GRANO 250 GR,49500,1,UN
ABA180,CAJA METALICA CAFE HONEY GRANO 340 GR,51750,1,UN
EMP043,KIT DE CUBIERTOS DESECHABLES,0,1,UN
EMP044,BOLSA PAPEL KRAFT (PEQUEÑA),152.16,1,UN
PRO081,PUNTA ANCA ENTERA,62000,1,kg
PRO082,"CHICHARRON TOCINO ENTERO( TOCINETA, PORCHETA)",23500,1,kg
CER101,CERVEZA 20 MISSION,0,1,UN
MEC052,PALETA DE CORAZON,120,1,UN
ABA182,INFUSIONES F. ROJOS,130000,1,kg
ABA183,INFUSIONES F. AMARILLOS,130000,1,kg
EMP045,PINCHO BANDERIN X 100UN,39.52,1,UN
PRO083,CARNE MOLIDA MIXTA CILINDRO (BURGER),3000,1,UN
BEB073,AGUA CRISTIAL,570.8,1,UN
